epoch,step,train_loss_Ph,train_loss_W,train_nonsucc_W,train_reconstr_Ph,train_reconstr_W,train_sparsity_Ph
0,49,653.044189453125,930.1421508789062,592.2462158203125,650.8768920898438,634.01904296875,4.334647178649902
1,99,326.2520446777344,613.6044311523438,578.8404541015625,325.8144836425781,324.1842041015625,0.8751223683357239
1,149,335.72271728515625,612.18994140625,555.5587158203125,335.212158203125,334.41058349609375,1.0210896730422974
2,199,286.1058349609375,557.6489868164062,545.5935668945312,285.5411682128906,284.8522033691406,1.129307508468628
2,249,276.62750244140625,550.8030395507812,549.2549438476562,276.2103576660156,276.1755676269531,0.8342655897140503
3,299,334.02880859375,592.9383544921875,519.457275390625,333.47955322265625,333.2096862792969,1.0985107421875
3,349,343.68994140625,610.091796875,536.8558959960938,343.3079833984375,341.66387939453125,0.7638930082321167
4,399,317.13482666015625,589.51171875,546.9108276367188,316.647216796875,316.0563049316406,0.9751958250999451
4,449,14.791746139526367,33.390323638916016,37.78913879394531,14.428007125854492,14.495755195617676,0.7274786233901978
5,499,275.2762756347656,523.7672119140625,498.9936828613281,274.8116455078125,274.2703552246094,0.9292813539505005
6,549,320.92950439453125,566.1870727539062,494.7126770019531,320.4624328613281,318.83074951171875,0.9341156482696533
6,599,307.7144775390625,539.3541870117188,464.1491394042969,307.3363952636719,307.27960205078125,0.7561460137367249
7,649,278.53228759765625,506.1933898925781,461.5413818359375,277.9667663574219,275.4226989746094,1.1310685873031616
7,699,340.7718811035156,570.9931640625,457.9321594238281,339.9981384277344,342.027099609375,1.5474799871444702
8,749,367.2603759765625,584.7076416015625,438.3675537109375,366.43560791015625,365.52386474609375,1.6495379209518433
8,799,346.7001037597656,568.9600219726562,451.1791687011719,346.1448059082031,343.37042236328125,1.1105793714523315
9,849,316.5631103515625,546.31005859375,461.50494384765625,316.01495361328125,315.5575866699219,1.0963356494903564
9,899,14.725532531738281,30.2006778717041,31.596214294433594,14.323487281799316,14.402570724487305,0.8040912747383118
