epoch,step,train_loss_Ph,train_loss_W,train_nonsucc_W,train_reconstr_Ph,train_reconstr_W,train_sparsity_Ph
0,49,648.9755249023438,929.1513671875,604.6316528320312,646.67333984375,626.8355712890625,4.60433292388916
1,99,322.83282470703125,610.8074951171875,581.888671875,322.3929748535156,319.8631896972656,0.8796917200088501
1,149,339.3597106933594,632.4696044921875,589.7757568359375,338.8650817871094,337.58172607421875,0.989264965057373
2,199,286.4713134765625,554.5592041015625,545.7732543945312,285.95220947265625,281.67254638671875,1.0382051467895508
2,249,304.1782531738281,565.0286865234375,522.5718383789062,303.6477966308594,303.7427978515625,1.0609290599822998
3,299,336.2281188964844,590.3150024414062,510.1051940917969,335.6925964355469,335.26239013671875,1.0710240602493286
3,349,331.6807556152344,599.6534423828125,541.1343383789062,331.3113098144531,329.0863037109375,0.738909125328064
4,399,388.2133483886719,637.427978515625,502.8449401855469,387.4126281738281,386.0054931640625,1.601417064666748
4,449,19.18935775756836,33.12757873535156,28.969430923461914,18.5843563079834,18.642864227294922,1.210002064704895
5,499,305.4773864746094,558.4429931640625,509.07257080078125,304.8559265136719,303.90667724609375,1.24293851852417
6,549,336.47698974609375,583.0301513671875,496.2141418457031,335.89886474609375,334.9230651855469,1.1562637090682983
6,599,309.82366943359375,555.4081420898438,493.5996398925781,309.35528564453125,308.6083068847656,0.9367803335189819
7,649,285.92144775390625,515.7715454101562,461.5614013671875,285.3028564453125,284.9908447265625,1.2372010946273804
7,699,283.547607421875,499.8848876953125,433.04376220703125,283.047607421875,283.3630065917969,1.0000079870224
8,749,332.01629638671875,545.5889892578125,429.15887451171875,331.4232177734375,331.00958251953125,1.1861402988433838
8,799,325.1164245605469,550.664306640625,454.84197998046875,324.68560791015625,323.2433166503906,0.8616194725036621
9,849,315.4473571777344,524.0330810546875,418.9856262207031,314.9150695800781,314.5402526855469,1.0645846128463745
9,899,14.86311149597168,26.22528076171875,23.342247009277344,14.461875915527344,14.554158210754395,0.8024712204933167
10,949,270.3128967285156,481.92724609375,425.0516052246094,269.80517578125,269.40142822265625,1.015451192855835
11,999,316.6729431152344,524.3717041015625,418.8223571777344,316.1744384765625,314.96051025390625,0.9970198273658752
11,1049,291.33074951171875,494.6148681640625,408.0754699707031,290.9035949707031,290.5771484375,0.8543217778205872
12,1099,273.84661865234375,463.32489013671875,385.9042053222656,273.2599182128906,270.3727722167969,1.1733936071395874
12,1149,270.55181884765625,447.4625244140625,353.9395751953125,270.05426025390625,270.49273681640625,0.9951273798942566
13,1199,324.7075500488281,502.29254150390625,357.3939208984375,324.0712890625,323.5955810546875,1.2725132703781128
13,1249,321.4580993652344,509.837890625,378.4012756347656,320.9557189941406,320.63726806640625,1.0047844648361206
14,1299,313.9348449707031,485.36993408203125,344.8753967285156,313.33673095703125,312.9322204589844,1.1961997747421265
14,1349,14.401331901550293,23.37509536743164,18.6439151763916,13.961061477661133,14.053136825561523,0.8805415630340576
15,1399,266.322509765625,440.40106201171875,350.34552001953125,265.7698669433594,265.2283020019531,1.1052948236465454
16,1449,313.24603271484375,486.7158203125,349.4603271484375,312.7076416015625,311.98565673828125,1.0767658948898315
16,1499,287.2234191894531,452.9227294921875,333.2769775390625,286.75146484375,286.28424072265625,0.9438859224319458
17,1549,271.77642822265625,430.09423828125,318.7507019042969,271.1134948730469,270.7188720703125,1.3258589506149292
17,1599,264.7185363769531,407.43212890625,285.6795959472656,264.1794738769531,264.59234619140625,1.0781524181365967
18,1649,319.6401062011719,465.868408203125,294.5704040527344,318.9514465332031,318.58319091796875,1.37730872631073
18,1699,312.5108947753906,465.4139404296875,310.10528564453125,311.9875793457031,310.3612976074219,1.0466305017471313
19,1749,308.19036865234375,446.6561584472656,278.94464111328125,307.5359802246094,307.183837890625,1.3088027238845825
19,1799,13.90576171875,20.86215591430664,14.748878479003906,13.41633415222168,13.487716674804688,0.9788543581962585
20,1849,261.1226501464844,402.19903564453125,284.2113952636719,260.52276611328125,260.09332275390625,1.1997383832931519
21,1899,309.5960693359375,452.3193664550781,288.05712890625,309.02471923828125,308.2908020019531,1.1426727771759033
21,1949,285.0230712890625,417.8887939453125,267.8739929199219,284.4998474121094,283.9517822265625,1.0464199781417847
22,1999,263.1552734375,391.7435302734375,259.6360168457031,262.4912109375,261.925537109375,1.3281290531158447
22,2049,257.89166259765625,371.33050537109375,227.7000732421875,257.3194885253906,257.48046875,1.1443297863006592
23,2099,312.9596862792969,432.09765625,240.0371856689453,312.20916748046875,312.0790710449219,1.5010621547698975
23,2149,306.09521484375,429.1173400878906,250.39964294433594,305.5212097167969,303.9175109863281,1.1480083465576172
24,2199,302.8901062011719,412.437255859375,221.30740356445312,302.169921875,301.7835388183594,1.4403746128082275
24,2249,13.304880142211914,18.617107391357422,11.61624813079834,12.75847053527832,12.80898380279541,1.0928187370300293
25,2299,255.81759643554688,367.8876647949219,226.48301696777344,255.14236450195312,254.64614868164062,1.350461483001709
26,2349,304.15374755859375,419.9783020019531,234.01438903808594,303.5292663574219,302.9710998535156,1.2489674091339111
26,2399,281.4438781738281,386.12640380859375,211.59097290039062,280.8392028808594,280.3309020996094,1.2093225717544556
27,2449,257.2926940917969,360.43011474609375,208.5729217529297,256.5814514160156,256.1436462402344,1.42247474193573
27,2499,249.43923950195312,338.0095520019531,178.6349639892578,248.83192443847656,248.69207763671875,1.2146414518356323
28,2549,305.0648498535156,400.39886474609375,192.62057495117188,304.24468994140625,304.0885925292969,1.640310287475586
28,2599,298.59234619140625,396.13897705078125,199.78982543945312,297.9880676269531,296.24407958984375,1.2085529565811157
29,2649,294.18829345703125,378.88592529296875,171.8328399658203,293.3883361816406,292.9695129394531,1.5999013185501099
29,2699,12.678223609924316,16.615320205688477,9.019493103027344,12.073720932006836,12.105573654174805,1.20900559425354
30,2749,249.2657470703125,336.61090087890625,177.35696411132812,248.50775146484375,247.93243408203125,1.5159918069839478
31,2799,297.23291015625,389.7460632324219,187.4715576171875,296.5552978515625,296.0102844238281,1.3552074432373047
31,2849,277.3346252441406,358.89080810546875,163.33004760742188,276.6194763183594,277.2257995605469,1.430281162261963
32,2899,247.9603729248047,329.56365966796875,164.94520568847656,247.19395446777344,247.091064453125,1.5328396558761597
32,2949,236.04983520507812,304.450927734375,138.1361083984375,235.394775390625,235.3828582763672,1.3101232051849365
33,2999,313.6180114746094,390.91436767578125,152.38787841796875,312.51995849609375,314.7204284667969,2.1961259841918945
33,3049,314.52227783203125,390.91485595703125,158.58184814453125,313.6376953125,311.6239318847656,1.769188404083252
34,3099,294.478271484375,357.6116638183594,130.46888732910156,293.54498291015625,292.3772277832031,1.8665592670440674
34,3149,12.028434753417969,14.833633422851562,6.902736663818359,11.366039276123047,11.382265090942383,1.3247919082641602
35,3199,261.7746887207031,328.3264465332031,136.2345733642578,260.74627685546875,260.20916748046875,2.0568366050720215
36,3249,299.7196960449219,372.793701171875,148.89138793945312,298.8614196777344,298.3479919433594,1.7165758609771729
36,3299,271.8703308105469,331.9913330078125,123.44970703125,270.9960632324219,270.2664794921875,1.7485387325286865
37,3349,234.68064880371094,297.7032775878906,128.0297088623047,233.86257934570312,233.6884307861328,1.636150598526001
37,3399,223.6825714111328,275.5712585449219,105.36873626708984,222.89276123046875,222.8868865966797,1.579632043838501
38,3449,297.0045471191406,355.5428466796875,119.00209045410156,296.1168212890625,296.04180908203125,1.7754384279251099
38,3499,298.9057922363281,359.76177978515625,125.61270141601562,297.8346862792969,296.9554138183594,2.1422412395477295
39,3549,296.097412109375,343.4322509765625,97.803466796875,294.8968200683594,294.530517578125,2.4011590480804443
39,3599,13.187134742736816,14.839101791381836,5.214842796325684,12.217918395996094,12.231680870056152,1.938433051109314
40,3649,247.12347412109375,296.7312316894531,102.65440368652344,246.0127716064453,245.40403747558594,2.221409559249878
41,3699,280.29241943359375,337.8384094238281,117.5081787109375,279.37310791015625,279.0843200683594,1.8386518955230713
41,3749,262.51416015625,306.37945556640625,90.74571990966797,261.4989318847656,261.006591796875,2.0304691791534424
42,3799,224.30667114257812,272.10162353515625,97.7115707397461,223.40151977539062,223.245849609375,1.8103010654449463
42,3849,211.7167510986328,250.51747131347656,79.70541381835938,210.7975311279297,210.66476440429688,1.8384432792663574
43,3899,261.0523986816406,306.6175537109375,92.9078598022461,260.12457275390625,260.16363525390625,1.8556723594665527
43,3949,241.6209259033203,290.3009948730469,100.52320098876953,240.75643920898438,240.03939819335938,1.728964924812317
44,3999,253.03089904785156,289.6347351074219,75.65071868896484,252.04098510742188,251.80938720703125,1.979812741279602
44,4049,10.48326587677002,11.748357772827148,4.240582466125488,9.630453109741211,9.628067016601562,1.7056251764297485
45,4099,217.93861389160156,255.0115966796875,76.67462158203125,216.85806274414062,216.67428588867188,2.1610965728759766
46,4149,252.09255981445312,297.76849365234375,93.57656860351562,251.1922149658203,250.98020935058594,1.8006833791732788
46,4199,242.28038024902344,274.04156494140625,66.26862335205078,241.2498016357422,240.90725708007812,2.0611674785614014
47,4249,204.92251586914062,241.5006866455078,75.1009750366211,203.99813842773438,203.9501953125,1.8487541675567627
47,4299,196.7008056640625,226.52496337890625,61.81614685058594,195.68505859375,195.61688232421875,2.0314879417419434
48,4349,249.43247985839844,280.40924072265625,74.54009246826172,248.4370880126953,243.1392059326172,1.9907951354980469
48,4399,227.6717071533203,267.3910217285156,82.99385070800781,226.65301513671875,225.89410400390625,2.0373752117156982
49,4449,234.52810668945312,264.22918701171875,61.906280517578125,233.4486541748047,233.27603149414062,2.158912420272827
49,4499,9.713580131530762,10.553424835205078,3.5445661544799805,8.769479751586914,8.78114128112793,1.888200044631958
50,4549,195.25758361816406,222.74964904785156,57.581565856933594,194.15074157714844,193.9588623046875,2.2136759757995605
51,4599,232.80569458007812,270.3226318359375,77.278076171875,231.8400115966797,231.68359375,1.9313507080078125
51,4649,230.1942138671875,253.45947265625,49.29499816894531,229.06137084960938,228.81198120117188,2.2656829357147217
52,4699,193.06771850585938,219.52159118652344,59.71366500854492,192.04656982421875,189.66476440429688,2.0422894954681396
52,4749,183.02389526367188,206.75936889648438,49.88016128540039,181.91322326660156,181.8192901611328,2.221348285675049
53,4799,247.4586944580078,265.1675109863281,63.13835144042969,246.36074829101562,233.5983428955078,2.1959068775177
53,4849,252.67266845703125,285.72308349609375,71.13203430175781,251.07298278808594,250.15707397460938,3.1993660926818848
54,4899,245.79063415527344,270.35504150390625,53.04996109008789,244.29713439941406,243.83006286621094,2.987009048461914
54,4949,10.87866497039795,11.132163047790527,3.1087355613708496,9.583389282226562,9.577795028686523,2.5905516147613525
55,4999,191.07984924316406,211.3174285888672,43.55973434448242,189.75711059570312,189.53756713867188,2.64548659324646
56,5049,221.23931884765625,253.03611755371094,66.33812713623047,220.10162353515625,219.86705017089844,2.2753868103027344
56,5099,218.632568359375,235.566650390625,36.89033508300781,217.36468505859375,217.12149047851562,2.5357561111450195
57,5149,176.90274047851562,200.4560546875,49.28670120239258,175.7493896484375,175.8126983642578,2.306696891784668
57,5199,171.2255096435547,190.39666748046875,41.05010986328125,169.9613494873047,169.87161254882812,2.5283069610595703
