epoch,step,train_loss_Ph,train_loss_W,train_nonsucc_W,train_reconstr_Ph,train_reconstr_W,train_sparsity_Ph
0,49,856.1699829101562,1317.396728515625,985.3572387695312,852.7738037109375,824.7180786132812,6.792384147644043
1,99,328.4634704589844,787.8732299804688,933.3076171875,328.02587890625,321.21942138671875,0.8751813173294067
1,149,386.19091796875,849.401611328125,929.0536499023438,385.4707946777344,384.874755859375,1.4402598142623901
2,199,364.0236511230469,821.20947265625,919.9965209960938,363.15618896484375,361.21124267578125,1.7349299192428589
2,249,319.3567199707031,796.6087646484375,961.5528564453125,318.7444152832031,315.83233642578125,1.2246153354644775
3,299,332.00128173828125,764.2318115234375,864.8934326171875,331.5021667480469,331.7850646972656,0.9982523322105408
3,349,328.5640869140625,765.83984375,884.3023071289062,328.2095642089844,323.6886901855469,0.7090596556663513
4,399,332.38812255859375,756.1790771484375,852.2915649414062,331.7786865234375,330.0332946777344,1.2188482284545898
4,449,14.764641761779785,45.441261291503906,62.064720153808594,14.395452499389648,14.408899307250977,0.7383788228034973
5,499,300.2110290527344,710.041259765625,823.904052734375,299.5928955078125,298.0892028808594,1.2362560033798218
6,549,327.9614562988281,718.6681518554688,784.1806030273438,327.4102783203125,326.5778503417969,1.1023567914962769
6,599,291.760498046875,677.1806640625,771.369140625,291.3894958496094,291.49609375,0.7420125603675842
7,649,299.06201171875,684.4817504882812,773.0172729492188,298.5057067871094,297.9731140136719,1.1126346588134766
7,699,279.6485595703125,678.65673828125,801.45947265625,279.17547607421875,277.9269714355469,0.9461678266525269
8,749,344.62933349609375,705.0009765625,719.7127075195312,343.98046875,345.14459228515625,1.2977193593978882
8,799,340.5233154296875,701.0338745117188,728.833984375,340.12054443359375,336.61688232421875,0.8055466413497925
9,849,339.1651306152344,690.690673828125,707.7672119140625,338.4667053222656,336.8070983886719,1.3968439102172852
9,899,14.725997924804688,40.126644134521484,51.5185546875,14.3289155960083,14.367366790771484,0.7941646575927734
10,949,289.3629150390625,627.3861083984375,681.6116333007812,288.7385559082031,286.580322265625,1.2487088441848755
11,999,322.8127136230469,647.00146484375,651.6842041015625,322.26373291015625,321.15936279296875,1.0979562997817993
11,1049,307.4818420410156,622.05126953125,631.1961669921875,307.06982421875,306.45318603515625,0.8240658044815063
12,1099,296.97137451171875,616.1913452148438,640.666015625,296.35650634765625,295.85833740234375,1.2297627925872803
12,1149,278.5483703613281,606.1910400390625,657.727294921875,278.0281677246094,277.327392578125,1.0403882265090942
13,1199,326.9822082519531,620.4915771484375,588.6060791015625,326.3731689453125,326.1885681152344,1.218086838722229
13,1249,482.365478515625,775.84765625,591.3709106445312,480.85552978515625,480.16217041015625,3.01992130279541
14,1299,495.1861877441406,781.7645874023438,578.08935546875,493.4273681640625,492.71990966796875,3.5176262855529785
14,1349,29.786169052124023,49.23161315917969,42.00709533691406,28.183494567871094,28.228063583374023,3.2053496837615967
15,1399,446.3456115722656,721.2664794921875,554.5980834960938,444.6443786621094,443.96746826171875,3.402466058731079
16,1449,472.1591796875,735.6512451171875,532.4931030273438,470.46044921875,469.40472412109375,3.3974483013153076
16,1499,462.3216552734375,713.6065673828125,506.7207946777344,460.76751708984375,460.2461853027344,3.1083033084869385
17,1549,447.78558349609375,705.6852416992188,519.9442138671875,446.04168701171875,445.713134765625,3.487776279449463
17,1599,431.70611572265625,694.2650146484375,528.4631958007812,430.1463317871094,430.033447265625,3.1195645332336426
18,1649,456.8665466308594,690.1580200195312,470.45025634765625,455.19268798828125,454.9328918457031,3.3476977348327637
18,1699,451.2294921875,681.5982055664062,467.0713195800781,449.7254333496094,448.0625305175781,3.008091926574707
19,1749,453.4182434082031,682.188232421875,461.3441467285156,451.7929382324219,451.51617431640625,3.2506067752838135
19,1799,26.505226135253906,41.65234375,33.16603088378906,25.025571823120117,25.06932830810547,2.959307909011841
20,1849,404.1980895996094,621.0235595703125,439.04766845703125,402.6246643066406,401.49969482421875,3.1468288898468018
21,1899,429.32269287109375,637.3504028320312,421.5061340332031,427.8167419433594,426.59735107421875,3.011904001235962
21,1949,414.1932678222656,609.1678466796875,394.0387268066406,412.805419921875,412.14849853515625,2.7757019996643066
22,1999,399.9917907714844,603.0189819335938,409.3658142089844,398.422119140625,398.3360900878906,3.1393654346466064
22,2049,382.3322448730469,587.3330078125,412.9620056152344,380.95758056640625,380.8520202636719,2.7493393421173096
23,2099,409.2219543457031,589.64013671875,364.6170654296875,407.68707275390625,407.3316345214844,3.0697834491729736
23,2149,400.4156799316406,577.66845703125,359.30926513671875,399.0929260253906,398.01385498046875,2.6454811096191406
24,2199,404.2892761230469,581.7492065429688,358.0230407714844,402.813720703125,402.7376708984375,2.951115608215332
24,2249,22.10167694091797,33.4926643371582,25.23720932006836,20.80885124206543,20.874059677124023,2.5856502056121826
25,2299,354.829833984375,521.2176513671875,337.961669921875,353.4329528808594,352.2368469238281,2.793757200241089
26,2349,379.16961669921875,539.1580200195312,325.0925598144531,377.90423583984375,376.61175537109375,2.5307626724243164
26,2399,359.3083190917969,505.9622497558594,297.63616943359375,358.10992431640625,357.1441650390625,2.3967652320861816
27,2449,344.2017822265625,499.89361572265625,314.3627014160156,342.8857421875,342.7122497558594,2.6320767402648926
27,2499,324.2427978515625,480.4090270996094,314.6024169921875,323.10150146484375,323.1078186035156,2.2826104164123535
28,2549,354.1677551269531,490.2822265625,275.4716796875,352.8515930175781,352.54638671875,2.6323089599609375
28,2599,346.48028564453125,479.824462890625,271.2043762207031,345.4051513671875,344.2222900390625,2.150238275527954
29,2649,350.6865234375,485.2005920410156,271.732177734375,349.4000549316406,349.3345031738281,2.5729336738586426
29,2699,17.598493576049805,25.956600189208984,18.75958824157715,16.514205932617188,16.576805114746094,2.1685736179351807
30,2749,305.3321838378906,429.8860778808594,253.2518768310547,304.0921936035156,303.2601318359375,2.4800045490264893
31,2799,332.6386413574219,453.62188720703125,246.80874633789062,331.5515441894531,330.2174987792969,2.1741700172424316
31,2849,316.3470153808594,423.93609619140625,218.93870544433594,315.240478515625,314.46673583984375,2.2130918502807617
32,2899,298.40887451171875,415.5543212890625,237.13687133789062,297.2579650878906,296.9858703613281,2.3018040657043457
32,2949,280.5906982421875,396.5179138183594,235.1240234375,279.540283203125,278.9559020996094,2.1008026599884033
33,2999,313.4023742675781,414.20648193359375,204.2161102294922,312.2052001953125,312.0984191894531,2.3943374156951904
33,3049,305.49249267578125,404.7962646484375,202.99012756347656,304.52642822265625,303.30120849609375,1.9321017265319824
34,3099,311.5884704589844,411.8420715332031,203.11448669433594,310.3853759765625,310.2848205566406,2.406165838241577
34,3149,14.354388236999512,20.211898803710938,13.601335525512695,13.37588119506836,13.411230087280273,1.9570144414901733
35,3199,268.3753967285156,359.2295227050781,185.01560974121094,267.2026062011719,266.7217102050781,2.3455586433410645
36,3249,298.49920654296875,389.4671936035156,185.723388671875,297.4892578125,296.6054992675781,2.0198934078216553
36,3299,284.70947265625,361.629150390625,157.319580078125,283.5870056152344,282.9693603515625,2.244920015335083
37,3349,261.66845703125,348.8868408203125,176.972900390625,260.6178283691406,260.400390625,2.1012861728668213
37,3399,248.85983276367188,333.7242431640625,172.92062377929688,247.77659606933594,247.263916015625,2.166471242904663
38,3449,280.7655334472656,354.54962158203125,150.21249389648438,279.6678161621094,279.4433898925781,2.1954238414764404
38,3499,266.3171081542969,340.37261962890625,151.7783966064453,265.32183837890625,264.4834289550781,1.9905133247375488
39,3549,362.12249755859375,435.377197265625,150.90805053710938,360.1017150878906,359.92315673828125,4.0415425300598145
39,3599,19.76587677001953,22.689491271972656,9.571200370788574,17.881399154663086,17.90389060974121,3.7689554691314697
40,3649,338.8653564453125,402.5694580078125,132.080322265625,336.8207092285156,336.529296875,4.089315414428711
41,3699,375.22100830078125,442.38348388671875,139.22357177734375,373.3199157714844,372.7716979980469,3.802212715148926
41,3749,332.8223571777344,385.9454040527344,111.16670227050781,330.7720642089844,330.362060546875,4.100593566894531
