epoch,step,train_loss_Ph,train_loss_W,train_nonsucc_W,train_reconstr_Ph,train_reconstr_W,train_sparsity_Ph
0,49,830.5988159179688,1300.23828125,1002.7949829101562,827.2769165039062,798.8408203125,6.643792629241943
1,99,322.97979736328125,781.7100830078125,925.0000610351562,322.52490234375,319.2100830078125,0.9098058342933655
1,149,311.6060791015625,782.0010986328125,942.72314453125,311.2489013671875,310.6395263671875,0.7143313884735107
2,199,297.1744079589844,744.4974365234375,896.9420166015625,296.66973876953125,296.0263977050781,1.0093626976013184
2,249,282.5577392578125,713.664306640625,865.880859375,282.07940673828125,280.723876953125,0.9566826224327087
3,299,352.00628662109375,788.2227783203125,874.451904296875,351.5389099121094,350.996826171875,0.9347324371337891
3,349,346.80316162109375,779.3812255859375,873.925537109375,346.46319580078125,342.4184265136719,0.6799116730690002
4,399,339.11541748046875,767.6864013671875,854.2410888671875,338.4856872558594,340.5658264160156,1.2594316005706787
4,449,14.744705200195312,39.13439178466797,49.4119873046875,14.388467788696289,14.428398132324219,0.7124747037887573
5,499,361.6353454589844,779.8399047851562,840.782958984375,360.7569885253906,359.44842529296875,1.7567168474197388
6,549,319.190185546875,706.3043212890625,777.5696411132812,318.6508483886719,317.51947021484375,1.0786908864974976
6,599,310.715087890625,702.1599731445312,784.8409423828125,310.34368896484375,309.739501953125,0.7428024411201477
7,649,297.0615539550781,672.0601806640625,752.2415161132812,296.4883728027344,295.9394226074219,1.1463849544525146
7,699,426.5668029785156,780.085693359375,712.038330078125,425.2554931640625,424.0665283203125,2.6225979328155518
8,749,443.09765625,807.2159423828125,732.9830322265625,441.9114990234375,440.72442626953125,2.372328519821167
8,799,412.7900695800781,769.530029296875,721.2426147460938,411.8958740234375,408.90875244140625,1.7883729934692383
9,849,386.37322998046875,737.8857421875,708.4620361328125,385.4556884765625,383.6546936035156,1.8350709676742554
9,899,18.25695037841797,37.640220642089844,40.01750564575195,17.64574432373047,17.631465911865234,1.2224117517471313
