epoch,step,train_loss_Ph,train_loss_W,train_nonsucc_W,train_reconstr_Ph,train_reconstr_W,train_sparsity_Ph
0,49,497.64990234375,771.7408447265625,587.9635009765625,496.18536376953125,477.7591247558594,2.929067611694336
1,99,324.5423889160156,595.3253173828125,544.1409912109375,324.0869140625,323.2547912597656,0.9109784960746765
1,149,313.30084228515625,599.445556640625,573.2437744140625,312.9582824707031,312.82366943359375,0.6851341128349304
2,199,299.8232421875,569.2953491210938,540.6539916992188,299.2955627441406,298.9683532714844,1.055336594581604
2,249,282.6359558105469,553.6038208007812,543.3944702148438,282.21478271484375,281.9065856933594,0.8423472046852112
3,299,348.922607421875,597.2708740234375,497.8406982421875,348.41455078125,348.3505554199219,1.0161093473434448
3,349,340.9690856933594,619.236328125,561.51220703125,340.5994873046875,338.480224609375,0.7392094731330872
4,399,323.0867614746094,580.97802734375,517.39599609375,322.5640563964844,322.2800598144531,1.0454061031341553
4,449,16.558786392211914,33.901214599609375,35.255977630615234,16.19588851928711,16.273225784301758,0.7257956266403198
5,499,272.5858459472656,519.096435546875,494.8690490722656,272.1213073730469,271.66192626953125,0.9290939569473267
6,549,322.259033203125,550.7034912109375,460.9901428222656,321.7879943847656,320.20843505859375,0.9421066045761108
6,599,312.4255065917969,551.8944091796875,480.51202392578125,312.0391845703125,311.6383972167969,0.7726211547851562
7,649,295.171630859375,523.1812744140625,457.3310546875,294.6084899902344,294.5157470703125,1.1262667179107666
7,699,279.0490417480469,505.3033447265625,453.234375,278.601806640625,278.6861572265625,0.8944982290267944
8,749,343.58526611328125,551.1611328125,416.6810302734375,343.0108337402344,342.8206481933594,1.1488620042800903
8,799,335.7822570800781,569.9231567382812,472.8200378417969,335.3689270019531,333.5131530761719,0.8266627192497253
9,849,336.4014587402344,553.1775512695312,434.27545166015625,335.7633361816406,336.0398254394531,1.2762306928634644
9,899,17.408849716186523,31.77001190185547,29.556596755981445,16.939292907714844,16.991714477539062,0.9391137361526489
10,949,314.14007568359375,519.06787109375,411.5941467285156,313.3979797363281,313.2707824707031,1.4841850996017456
